task_id,category,N,w_ratio,w_C,w_A,r_min,seed,payoff_mode,selection_mode,n_candidates,n_parsed,selected_index,r_selected,a_selected,y,V_selected,brier,gate_cleared
code_algo_01,code_algorithmic,32,0.25,1.0,0.25,0.7,789,oracle,argmax,32,32,27,0.761346,"```python
def binary_search(arr, target):
    left, right = 0, len(arr) - 1
    
    while left <= right:
        mid = (left + right) // 2
        
        if arr[mid] == target:
            return mid
        elif arr[mid] < target:
            left = mid + 1
        else:
            right = mid - 1
            
    return -1
```

This function implements the binary search algorithm, which efficiently finds the position of a value in a sorted list. If `target` is found within the array `arr`, it returns the index; otherwise, it returns -1.",0,-0.3296477317159999,0.5796477317159999,1
code_algo_02,code_algorithmic,32,0.25,1.0,0.25,0.7,789,oracle,argmax,32,32,29,0.705829,"```python
def merge_sorted(a, b):
    """"""
    Merges two sorted lists into one sorted list.

    Parameters:
    a (list): First sorted list.
    b (list): Second sorted list.

    Returns:
    list: A merged and sorted list containing all elements from both input lists.
    """"""
    # Initialize pointers for both lists
    index_a, index_b = 0, 0
    merged_list = []

    # Traverse both lists and append the smaller element to result list
    while index_a < len(a) and index_b < len(b):
        if a[index_a] < b[index_b]:
            merged_list.append(a[index_a])
            index_a += 1
        else:
            merged_list.append(b[index_b])
            index_b += 1

    # If there are remaining elements in list 'a', append them to result
    while index_a < len(a):
        merged_list.append(a[index_a])
        index_a += 1

    # If there are remaining elements in list 'b', append them to result
    while index_b < len(b):
        merged_list.append(b[index_b])
        index_b += 1

    return merged_list
```

This code ensures that the two sorted lists `a` and `b` are correctly merged into a single sorted list. Adjustments for any edge cases where one of the lists is fully merged before the other could end, but this approach handles them by continuing to append from the non-empty list until all elements have been processed.",0,-0.24819457724100008,0.4981945772410001,1
code_algo_03,code_algorithmic,32,0.25,1.0,0.25,0.7,789,oracle,argmax,32,32,28,0.823036,"```python
def gcd(a, b):
    while b:
        a, b = b, a % b
    return a
```
This implementation of the `gcd` function correctly applies Euclid's algorithm to find the greatest common divisor of two integers `a` and `b`.",0,-0.42738825729599994,0.6773882572959999,1
code_algo_04,code_algorithmic,32,0.25,1.0,0.25,0.7,789,oracle,argmax,32,32,20,0.737101,"```python
def fib(n):
    if n == 0:
        return 0
    elif n == 1:
        return 1
    else:
        a, b = 0, 1
        for _ in range(2, n + 1):
            a, b = b, a + b
        return b
```

This function calculates the nth Fibonacci number using an iterative approach to avoid recursion pitfalls and ensure it works efficiently for larger values of `n`. It correctly handles the base cases where `n` is 0 or 1. For other values, it uses a simple for loop to compute the result by updating two variables that hold the last two Fibonacci numbers at each step.",0,-0.293317884201,0.543317884201,1
code_algo_05,code_algorithmic,32,0.25,1.0,0.25,0.7,789,oracle,argmax,32,32,24,0.701516,"```python
def is_prime(n):
    """"""Return True if n is a prime number, else False.""""""
    # Check for numbers less than 2
    if n < 2:
        return False
    # Check for 2 and 3 which are prime
    elif n == 2 or n == 3:
        return True
    # Eliminate multiples of 2 and 3 from further testing
    elif n % 2 == 0 or n % 3 == 0:
        return False
    # Only check for factors up to the square root of n
    i = 5
    while i * i <= n:
        if n % i == 0 or n % (i + 2) == 0:
            return False
        i += 6
    return True
```

This function checks if a given number `n` is prime by first handling the easy cases of numbers less than 2, and then filtering out non-primes by checking divisibility up to the square root of `n`. The loop only tests potential factors of the form `i * i`, `i + 2`, etc., effectively reducing the number of checks needed.",0,-0.24212469825600003,0.492124698256,1
code_algo_06,code_algorithmic,32,0.25,1.0,0.25,0.7,789,oracle,argmax,32,32,15,0.728375,"```python
def matrix_multiply(A, B):
    # Check if the number of columns in A is equal to the number of rows in B
    if len(A[0]) != len(B):
        raise ValueError(""The number of columns in the first matrix must be equal to the number of rows in the second matrix."")
    
    # Initialize the result matrix with zeros, where the dimensions are taken from the row length of A and column length of B
    result = [[0 for _ in range(len(B[0]))] for _ in range(len(A))]
    
    # Perform matrix multiplication
    for i in range(len(A)):
        for j in range(len(B[0])):
            for k in range(len(B)):
                result[i][j] += A[i][k] * B[k][j]
                
    return result
```

This function first checks if the number of columns in the first matrix `A` is equal to the number of rows in the second matrix `B`, which is a necessary condition for matrix multiplication. If not, it raises a `ValueError`. If the matrices are compatible, it initializes a result matrix and calculates the product by iterating through each element of the resulting matrix using nested loops, following the formula for matrix multiplication: \( C_{ij} = \sum_k A_{ik}B_{kj} \). This means that every element in the resulting matrix is calculated as the dot product of a row from `A` and a column from `B`.",0,-0.28053014062500004,0.530530140625,1
code_algo_07,code_algorithmic,32,0.25,1.0,0.25,0.7,789,oracle,argmax,32,32,31,0.701433,"```python
def longest_common_prefix(strs):
    if not strs:
        return """"
    
    # The longest common prefix cannot be longer than the shortest string in the list.
    min_length = min(len(s) for s in strs)
    
    low, high = 0, min_length
    
    while low < high:
        mid = (low + high + 1) // 2
        if all(s[:mid] == strs[0][:mid] for s in strs):
            low = mid
        else:
            high = mid - 1
            
    return strs[0][:low]
```

This function works by first checking if the input list is empty. If it is, an empty string is returned since there can be no common prefix. It then determines the length of the shortest string in the list as a preliminary guess for the length of the longest common prefix.

The binary search is used to find the exact length. The `low` variable starts at 0 and `high` at the length of the shortest string. In each iteration, it checks if all strings share the `mid`-length prefix with the first string. If they do, it narrows the search to the right half (by setting `low = mid`). Otherwise, it searches the left half (by setting `high = mid - 1`). This process continues until `low` and `high` converge.

Finally, the function returns the substring of the first string corresponding to this length as the longest common prefix.",0,-0.24200825348899996,0.49200825348899996,1
code_algo_08,code_algorithmic,32,0.25,1.0,0.25,0.7,789,oracle,argmax,32,32,12,0.717457,"```python
def two_sum(nums, target):
    # Create a dictionary to store the index of each number as we iterate through the list
    num_to_index = {}
    
    # Iterate over the list of numbers along with their indices
    for i, num in enumerate(nums):
        # Check if the complement (target - current number) exists in the dictionary
        complement = target - num
        if complement in num_to_index:
            # If it does, we have found a solution, return the current index and the stored index of the complement
            return [num_to_index[complement], i]
        
        # Otherwise, store the current number with its index in the dictionary
        num_to_index[num] = i
    
    # Return an empty list if no two numbers add up to the target (though the problem guarantees a solution)
    return []
```

This approach uses a hash map (dictionary) to store each number and its corresponding index as we iterate through the list. This allows us to check in constant time whether the complement of the current number (i.e., `target - num`) has already been seen, so we can find two indices that sum up to the target efficiently with a single pass through the list.",0,-0.26474454684900006,0.5147445468490001,1
code_algo_09,code_algorithmic,32,0.25,1.0,0.25,0.7,789,oracle,argmax,32,32,2,0.71128,"```python
def valid_parentheses(s):
    stack = []
    for char in s:
        if char == '(':
            stack.append(char)
        elif char == ')':
            if not stack or stack[-1] != '(':
                return False
            stack.pop()
    return len(stack) == 0
```

This function uses a stack to keep track of opening parentheses. For every closing parenthesis, it checks if there is a corresponding opening one by popping from the stack. If at any point there is no matching opening parenthesis, or at the end the stack is not empty (implying unbalanced parentheses), it returns `False`. Otherwise, it returns `True` if all parentheses are properly closed.",0,-0.2559192384000001,0.5059192384000001,1
code_algo_10,code_algorithmic,32,0.25,1.0,0.25,0.7,789,oracle,argmax,32,32,13,0.707501,"```python
def power(base, exp):
    if exp == 0:
        return 1
    elif exp % 2 == 0: # If exponent is even
        half_power = power(base, exp // 2)
        return half_power * half_power
    else: # If exponent is odd
        half_power = power(base, (exp - 1) // 2)
        return base * half_power * half_power
```

This function uses the divide-and-conquer approach to compute the power efficiently. It checks if the exponent is zero and returns 1 since any number raised to the power of 0 is 1. If the exponent is even, it calculates the power of half the exponent twice (base^(exp/2) * base^(exp/2)), and if the exponent is odd, it calculates the power with a decremented exponent by one and multiplies by the base once before squaring again.",0,-0.2505576650010001,0.5005576650010001,1
code_algo_11,code_algorithmic,32,0.25,1.0,0.25,0.7,789,oracle,argmax,32,32,15,0.703494,"```python
def rotate_list(lst, k):
    """"""
    Rotates a list k positions to the right.

    :param lst: List of elements to be rotated.
    :param k: Number of positions to rotate the list by.
    :return: A new list that is the rotated version of the input list.
    """"""
    n = len(lst)
    k = k % n  # In case k is larger than the list size
    return lst[-k:] + lst[:-k]
```

This function works by slicing the original list into two parts based on `k`, then concatenating them in reverse order to achieve the rotation. The `%` operation ensures that if `k` is greater than the length of the list, it gets reduced modulo the size, which is a common optimization for such operations.",0,-0.24490380803599993,0.4949038080359999,1
code_algo_12,code_algorithmic,32,0.25,1.0,0.25,0.7,789,oracle,argmax,32,32,23,0.467157,"```python
def count_inversions(arr):
    """"""
    Returns the number of inversions in a given list arr.
    
    An inversion is defined as a pair of indices (i, j) such that i < j and arr[i] > arr[j].
    
    :param arr: List of integers representing the array to be analyzed for inversions.
    :return: The number of inversions found in the input array.
    """"""
    n = len(arr)
    count = 0
    # Using a simple pairwise comparison approach with nested loops which is O(n^2) but works in this scenario.
    # For more efficient methods like Merge Sort, the implementation would be too complex for a basic function here.
    
    for i in range(n):
        for j in range(i + 1, n):
            if arr[i] > arr[j]:
                count += 1
                
    return count
```

This answer provides a straightforward and correct approach by using a nested loop to compare each pair of elements, but it is not the most efficient method. An advanced solution could involve utilizing merge sort for counting inversions in O(n log n) time complexity. However, I focused on providing a simple, readable implementation as requested.",0,-0.218235662649,0.218235662649,0
code_algo_13,code_algorithmic,32,0.25,1.0,0.25,0.7,789,oracle,argmax,32,32,23,0.728469,"```python
def run_length_encode(s):
    """"""
    Encodes a string into a run-length encoding format as a list of (char, count) tuples.
    
    :param s: The input string to encode.
    :return: A list of tuples where each tuple contains a character and its consecutive repeat count in the string.
    """"""
    if not s:
        return []
    
    encoded = []
    char_count = 1
    current_char = s[0]
    
    for char in s[1:]:
        if char == current_char:
            char_count += 1
        else:
            encoded.append((current_char, char_count))
            current_char = char
            char_count = 1
    
    # Append the last character and its count
    encoded.append((current_char, char_count))
    
    return encoded

# Example usage:
print(run_length_encode(""aabcccccaaa""))
```

This function iterates through the input string to build up each run of characters and their counts. It handles the termination condition by ensuring that the last character and its count are appended before returning the result.",0,-0.28066708396100004,0.530667083961,1
code_algo_14,code_algorithmic,32,0.25,1.0,0.25,0.7,789,oracle,argmax,32,32,24,0.700952,"```python
def kadane(arr):
    if not arr:
        return 0
    
    current_max = global_max = arr[0]
    
    for num in arr[1:]:
        current_max = max(num, current_max + num)
        if current_max > global_max:
            global_max = current_max
            
    return global_max
```

This function implements the Kadane's algorithm to find the maximum sum of a contiguous subarray within a one-dimensional array of numbers. It iterates through the array while keeping track of the current maximum and overall maximum sums, updating these values according to the conditions stated by the algorithm.",0,-0.24133370630400003,0.49133370630400003,1
code_algo_15,code_algorithmic,32,0.25,1.0,0.25,0.7,789,oracle,argmax,32,32,7,0.456706,"```python
def topological_sort(graph):
    '''
    Perform a topological sort on a directed acyclic graph (DAG) represented as a dictionary.
    
    Parameters:
        - graph(dict): A dictionary with keys representing nodes and values being lists of dependent nodes.
        
    Returns:
        list: A valid topological ordering of the nodes in the graph.
    '''
    
    def visit(node):
        if node in visited:
            return
        for neighbor in graph[node]:
            visit(neighbor)
        stack.appendleft(node)
        visited.add(node)

    # Initialize
    visited = set()  # Track visited nodes to avoid cycles
    stack = collections.deque()  # Stack for ordering
    
    for node in graph.keys():
        if node not in visited:
            visit(node)
    
    return list(stack)  # Convert deque to list and return
```

This function uses depth-first search (DFS) with a preprocessing step that marks nodes as they are fully explored, thereby enabling the detection of cycles. The `stack` is used to store elements during DFS traversal in such a way that the element popped from it will be the earliest node visited among its descendants, thus providing the correct topological order when converted into a list upon completion of all traversals.",0,-0.208580370436,0.208580370436,0
code_simple_01,code_simple,32,0.25,1.0,0.25,0.7,789,oracle,argmax,32,32,13,0.722775,"def is_even(n):
    return n % 2 == 0",1,0.17314629937499998,0.07685370062500003,1
code_simple_02,code_simple,32,0.25,1.0,0.25,0.7,789,oracle,argmax,32,32,29,0.723935,"```python
def max_of_three(a, b, c):
    if a >= b and a >= c:
        return a
    elif b >= a and b >= c:
        return b
    else:
        return c
```

This function compares three numbers and returns the largest one. The confidence is 1.0 because this approach guarantees to find the maximum of any three given numbers.",0,-0.274081884225,0.524081884225,1
code_simple_03,code_simple,32,0.25,1.0,0.25,0.7,789,oracle,argmax,32,32,17,0.710627,"```python
def reverse_string(s):
    return s[::-1]
```",0,-0.254990733129,0.504990733129,1
code_simple_04,code_simple,32,0.25,1.0,0.25,0.7,789,oracle,argmax,32,32,25,0.721622,"```python
def count_vowels(s):
    """"""
    Returns the number of vowels in a given string.
    
    :param s: input string
    :return: count of vowels
    """"""
    # Define a set of vowels for easy checking
    vowels = set('aeiouAEIOU')
    # Count and return the number of characters that are in the set of vowels
    return sum(1 for char in s if char in vowels)
```

This function counts the number of vowels (both uppercase and lowercase) in a string by iterating through each character, checking if it is a vowel, and then summing up those occurrences.",0,-0.270738310884,0.520738310884,1
code_simple_05,code_simple,32,0.25,1.0,0.25,0.7,789,oracle,argmax,32,32,23,0.850885,"```python
def celsius_to_fahrenheit(c):
    return (c * 9/5) + 32
```",0,-0.474005283225,0.724005283225,1
code_simple_06,code_simple,32,0.25,1.0,0.25,0.7,789,oracle,argmax,32,32,17,0.730934,"```python
def sum_list(lst):
    """"""
    Returns the sum of all numbers in a list.
    
    Parameters:
    lst (list): A list of numbers.
    
    Returns:
    int/float: The sum of all numbers in the list.
    """"""
    return sum(lst)
```

This function leverages Python's built-in `sum()` function to calculate the total sum, ensuring simplicity and efficiency.",0,-0.2842645123559999,0.5342645123559999,1
code_simple_07,code_simple,32,0.25,1.0,0.25,0.7,789,oracle,argmax,32,32,24,0.741368,"```python
def is_palindrome(s):
    # Remove non-alphanumeric characters and convert to lowercase for uniformity
    cleaned = ''.join(char.lower() for char in s if char.isalnum())
    
    # Check if the cleaned string is equal to its reverse
    return cleaned == cleaned[::-1]
```

This function first cleans the input string by removing any non-alphanumeric characters and converting all letters to lowercase to ensure uniformity. Then, it checks whether the cleaned string equals its reversed form, which would indicate that the original string is a palindrome.",0,-0.299626511424,0.549626511424,1
code_simple_08,code_simple,32,0.25,1.0,0.25,0.7,789,oracle,argmax,32,32,25,0.776207,"```python
def factorial(n):
    if n < 0:
        raise ValueError(""Factorial is not defined for negative numbers"")
    elif n == 0 or n == 1:
        return 1
    else:
        result = 1
        for i in range(2, n + 1):
            result *= i
        return result
```

This function calculates the factorial of a non-negative integer `n` by iterating from 2 to `n`, multiplying these numbers together to get the final result. It includes error handling for negative inputs, ensuring the function only proceeds with valid values.",0,-0.35249730684899994,0.6024973068489999,1
code_simple_09,code_simple,32,0.25,1.0,0.25,0.7,789,oracle,argmax,32,32,4,0.934547,"```python
def clamp(x, lo, hi):
    return max(min(x, hi), lo)
```",0,-0.623378095209,0.873378095209,1
code_simple_10,code_simple,32,0.25,1.0,0.25,0.7,789,oracle,argmax,32,32,13,0.712539,"```python
def flatten(lst):
    """"""
    Flattens a list of lists into a single list.
    
    :param lst: A list containing sublists to be flattened.
    :return: A new list with all elements from the sublists in the same order.
    """"""
    return [elem for sublist in lst for elem in sublist]
```",0,-0.257711826521,0.507711826521,1
code_simple_11,code_simple,32,0.25,1.0,0.25,0.7,789,oracle,argmax,32,32,31,0.721709,"```python
def unique(lst):
    seen = set()
    return [x for x in lst if not (x in seen or seen.add(x))]
```

This function uses a set to keep track of seen elements and filters the list to include only those that have not been encountered before, thus preserving the original order while ensuring the uniqueness of elements.",0,-0.2708638806810001,0.5208638806810001,1
code_simple_12,code_simple,32,0.25,1.0,0.25,0.7,789,oracle,argmax,32,32,23,0.743486,"```python
def dot_product(a, b):
    if len(a) != len(b):
        raise ValueError(""Lists must be of the same length"")
    return sum(x*y for x, y in zip(a, b))
```

This function calculates the dot product by iterating over pairs of elements from both lists simultaneously using `zip`, multiplying them, and then summing those products. It raises an error if the input lists are not of the same length to ensure proper handling of incorrect inputs.",0,-0.302771432196,0.552771432196,1
code_simple_13,code_simple,32,0.25,1.0,0.25,0.7,789,oracle,argmax,32,32,15,0.718174,"```python
def title_case(s):
    """"""
    Converts a string to title case.
    
    Parameters:
    s (str): The input string.
    
    Returns:
    str: The title-cased version of the input string.
    """"""
    return ' '.join(word.capitalize() for word in s.split())
```

This function works by splitting the input string into words, capitalizing each word, and then joining them back together with spaces. This will correctly handle most common cases where words should be capitalized, including proper nouns and the first letter of a sentence.",0,-0.26577389427599996,0.515773894276,1
code_simple_14,code_simple,32,0.25,1.0,0.25,0.7,789,oracle,argmax,32,32,16,0.72278,"```python
def intersection(a, b):
    # Convert both lists to sets to remove duplicates and allow for efficient intersection operation.
    set_a = set(a)
    set_b = set(b)
    
    # Find the intersection of the two sets.
    common_elements = set_a.intersection(set_b)
    
    # Convert the resulting set back to a sorted list.
    return sorted(list(common_elements))
```

This function converts both input lists into sets to remove any duplicate elements and to allow for efficient intersection. Then, it finds the common elements using the `intersection` method. Finally, it converts the result back into a sorted list and returns it.",0,-0.2724109283999999,0.5224109283999999,1
code_simple_15,code_simple,32,0.25,1.0,0.25,0.7,789,oracle,argmax,32,32,25,0.770793,"```python
def char_frequency(s):
    frequency_dict = {}
    for char in s:
        if char in frequency_dict:
            frequency_dict[char] += 1
        else:
            frequency_dict[char] = 1
    return frequency_dict
```

This function will iterate through each character in the string `s`, counting its occurrences and storing them in a dictionary where keys are characters, and values are their respective frequencies.",0,-0.3441218488489999,0.5941218488489999,1
fact_common_01,factual_common,32,0.25,1.0,0.25,0.7,789,oracle,argmax,32,32,0,0.998339,Au,1,0.249997241079,2.7589210000000783e-06,1
fact_common_02,factual_common,32,0.25,1.0,0.25,0.7,789,oracle,argmax,32,32,0,0.992892,Tokyo,1,0.249949476336,5.052366400000005e-05,1
fact_common_03,factual_common,32,0.25,1.0,0.25,0.7,789,oracle,argmax,32,32,2,0.995466,8,1,0.249979442844,2.0557156000000346e-05,1
fact_common_04,factual_common,32,0.25,1.0,0.25,0.7,789,oracle,argmax,32,32,0,0.997929,World War II ended in 1945.,0,-0.7458622890409999,0.9958622890409999,1
fact_common_05,factual_common,32,0.25,1.0,0.25,0.7,789,oracle,argmax,32,32,18,0.985306,300000,1,0.249784086364,0.00021591363599999955,1
fact_common_06,factual_common,32,0.25,1.0,0.25,0.7,789,oracle,argmax,32,32,15,0.816916,The largest ocean on Earth is the Pacific Ocean.,0,-0.417351751056,0.667351751056,1
fact_common_07,factual_common,32,0.25,1.0,0.25,0.7,789,oracle,argmax,32,32,14,0.755117,William Shakespeare wrote Romeo and Juliet.,0,-0.32020168368900004,0.570201683689,1
fact_common_08,factual_common,32,0.25,1.0,0.25,0.7,789,oracle,argmax,32,32,0,0.999893,12,1,0.249999988551,1.1448999999993201e-08,1
fact_common_09,factual_common,32,0.25,1.0,0.25,0.7,789,oracle,argmax,32,32,0,0.999869,Hydrogen,1,0.249999982839,1.7160999999997966e-08,1
fact_common_10,factual_common,32,0.25,1.0,0.25,0.7,789,oracle,argmax,32,32,26,0.736565,"Humans typically have 46 chromosomes, which is also referred to as 23 pairs of chromosomes.",0,-0.29252799922500006,0.5425279992250001,1
fact_common_11,factual_common,32,0.25,1.0,0.25,0.7,789,oracle,argmax,32,32,17,0.80561,The boiling point of water in Celsius is 100 degrees Celsius.,0,-0.3990074721000001,0.6490074721000001,1
fact_common_12,factual_common,32,0.25,1.0,0.25,0.7,789,oracle,argmax,32,32,1,0.998889,Mercury,1,0.249998765679,1.2343209999999402e-06,1
fact_common_13,factual_common,32,0.25,1.0,0.25,0.7,789,oracle,argmax,32,32,0,0.998716,H2O,1,0.249998351344,1.6486559999998764e-06,1
fact_common_14,factual_common,32,0.25,1.0,0.25,0.7,789,oracle,argmax,32,32,22,0.726724,"There are 7 continents: Asia, Africa, North America, South America, Australia, Antarctica, and Europe. However, Europe and Asia are sometimes considered a single continent called Eurasia, bringing the total to 6 when they are combined.",0,-0.27812777217600004,0.528127772176,1
fact_common_15,factual_common,32,0.25,1.0,0.25,0.7,789,oracle,argmax,32,32,7,0.844651,"The longest river in the world is the Nile, which is approximately 6,650 kilometers (4,132 miles) long.",0,-0.46343531180100006,0.7134353118010001,1
fact_obscure_01,factual_obscure,32,0.25,1.0,0.25,0.7,789,oracle,argmax,32,32,22,0.995438,5700,1,0.249979188156,2.081184399999959e-05,1
