task_id,category,N,w_ratio,w_C,w_A,r_min,seed,payoff_mode,selection_mode,n_candidates,n_parsed,selected_index,r_selected,a_selected,y,V_selected,brier,gate_cleared
code_algo_03,code_algorithmic,4,0,1.0,0.0,0.7,0,oracle,argmax,4,4,3,0.785266,"```python
def gcd(a, b):
    """"""
    Calculate the greatest common divisor (GCD) of two numbers using Euclid's algorithm.
    
    Parameters:
        a (int): First non-negative integer.
        b (int): Second non-negative integer.

    Returns:
        int: The GCD of `a` and `b`.
    """"""
    while b != 0:
        a, b = b, a % b
    return a
```",0,-0.616642690756,0.616642690756,1
code_algo_04,code_algorithmic,4,0,1.0,0.0,0.7,0,oracle,argmax,4,4,0,0.801679,"```python
def fib(n):
    if n == 0:
        return 0
    elif n == 1:
        return 1
    else:
        a, b = 0, 1
        for _ in range(2, n + 1):
            a, b = b, a + b
        return b
```

This function calculates the nth Fibonacci number iteratively. It starts with the base cases where `fib(0) = 0` and `fib(1) = 1`. For any other value of `n`, it uses an iterative approach to calculate the result by updating two variables that hold the last two numbers in the sequence until it reaches the desired position.",0,-0.6426892190410001,0.6426892190410001,1
code_algo_05,code_algorithmic,4,0,1.0,0.0,0.7,0,oracle,argmax,4,4,2,0.766891,"```python
def is_prime(n):
    """"""
    Check if a number is prime.
    
    Args:
    n (int): The number to check for primality.
    
    Returns:
    bool: True if n is prime, False otherwise.
    """"""
    # Handle edge cases, 0, 1 and negative numbers
    if n < 2:
        return False
    
    # 2 is the only even prime number
    if n == 2:
        return True
    
    # Exclude all other even numbers
    if n % 2 == 0:
        return False
    
    # Check for factors from 3 to sqrt(n), skipping even numbers
    sqrt_n = int(n**0.5) + 1
    for i in range(3, sqrt_n, 2):
        if n % i == 0:
            return False
    return True
```

This function should correctly identify prime numbers according to the provided criteria.",0,-0.5881218058809999,0.5881218058809999,1
code_algo_06,code_algorithmic,4,0,1.0,0.0,0.7,0,oracle,argmax,4,4,0,0.804126,"```python
def matrix_multiply(A, B):
    # Check if the matrices can be multiplied
    if len(A[0]) != len(B):
        raise ValueError(""The number of columns in A must be equal to the number of rows in B."")
    
    # Initialize the result matrix with zeros
    rows_A = len(A)
    cols_B = len(B[0])
    cols_A = len(A[0])
    C = [[0 for _ in range(cols_B)] for _ in range(rows_A)]
    
    # Perform matrix multiplication
    for i in range(rows_A):
        for j in range(cols_B):
            for k in range(cols_A):
                C[i][j] += A[i][k] * B[k][j]
                
    return C
```

This function first checks if the number of columns in the first matrix `A` is equal to the number of rows in the second matrix `B`, as required for matrix multiplication. It then initializes a result matrix `C` with zeros, where each element will be calculated as the dot product of the corresponding row from `A` and column from `B`. Finally, it iteratively calculates each element of the resulting matrix `C` and returns this matrix.",0,-0.646618623876,0.646618623876,1
code_algo_07,code_algorithmic,4,0,1.0,0.0,0.7,0,oracle,argmax,4,4,0,0.677894,"```python
def longest_common_prefix(strs):
    if not strs:
        return """"
    
    # Find the shortest string in the list, which is the upper bound of the common prefix
    shortest = min(strs, key=len)
    
    for i, char in enumerate(shortest):
        for other in strs:
            if other[i] != char:
                # Return the substring from the start to the current index (exclusive)
                return shortest[:i]
    
    # If all characters match across the strings, the whole shortest string is a common prefix
    return shortest

# Example usage
print(longest_common_prefix([""flower"",""flow"",""flight""]))  # Output: ""fl""
```

This function works by first checking if the input list `strs` is empty. If it is, an empty string is returned as there can't be a common prefix. Then, it finds the shortest string in the list to minimize the range of characters we need to compare. It iterates over each character position in the shortest string and checks that character against the same position in all other strings. As soon as it encounters a mismatch, it returns the substring from the start up to (but not including) the current position. If no mismatches occur throughout, it means the entire shortest string is the common prefix.",0,-0.459540275236,0.459540275236,0
code_algo_08,code_algorithmic,4,0,1.0,0.0,0.7,0,oracle,argmax,4,4,3,0.814069,"```python
def two_sum(nums, target):
    # Create a dictionary to store the index of each number encountered
    num_indices = {}
    
    # Iterate over the list of numbers
    for i, num in enumerate(nums):
        # Calculate the complement by subtracting the current number from the target
        complement = target - num
        
        # Check if the complement exists in the dictionary
        if complement in num_indices:
            # If it does, return the indices of the current number and its complement
            return [num_indices[complement], i]
        
        # Store the index of the current number in the dictionary
        num_indices[num] = i
    
    # If no solution is found (which should not happen as per problem statement), return an empty list
    return []
```

This function uses a hash table (dictionary) to store each number and its corresponding index, allowing for efficient look-up of the complement that would add up to the target.",0,-0.662708336761,0.662708336761,1
code_algo_09,code_algorithmic,4,0,1.0,0.0,0.7,0,oracle,argmax,4,4,0,0.659264,"Here's a Python function `valid_parentheses(s)` to determine if the string of parentheses is valid:

```python
def valid_parentheses(s):
    stack = []
    for char in s:
        if char == '(':
            stack.append(char)
        elif char == ')':
            if not stack or stack[-1] != '(':
                return False
            stack.pop()
    return len(stack) == 0
```

This function works by iterating through each character in the string. If it encounters an opening parenthesis '(', it pushes this onto a stack. If it finds a closing parenthesis ')', it checks if the stack is empty or does not have a matching opening parenthesis at the top, it returns False indicating the parentheses are invalid. Otherwise, it pops the last element from the stack. After processing all characters, if the stack is empty, the string of parentheses is valid; otherwise, it is invalid.",0,-0.43462902169599993,0.43462902169599993,0
code_algo_10,code_algorithmic,4,0,1.0,0.0,0.7,0,oracle,argmax,4,4,2,0.703198,"```python
def power(base, exp):
    if exp == 0:
        return 1
    elif exp % 2 == 0:
        half_power = power(base, exp // 2)
        return half_power * half_power
    else:
        half_power = power(base, (exp - 1) // 2)
        return base * half_power * half_power
```

This function works by recursively breaking down the exponentiation problem into smaller parts and using the property that \(a^{b} \times a^{c} = a^{b+c}\), specifically leveraging the fact that squaring can be efficiently computed.",0,-0.49448742720399996,0.49448742720399996,1
code_algo_11,code_algorithmic,4,0,1.0,0.0,0.7,0,oracle,argmax,4,4,2,0.678473,"```python
def rotate_list(lst, k):
    # Ensure the rotation is within the length of the list
    k = k % len(lst)
    
    # Perform the rotation
    return lst[-k:] + lst[:-k]
```

This function works by first adjusting `k` to be within the bounds of the list's length using modulo operation. Then, it performs the list rotation by combining the two parts that are cut off after the adjustment.",0,-0.460325611729,0.460325611729,0
code_algo_12,code_algorithmic,4,0,1.0,0.0,0.7,0,oracle,argmax,4,4,3,0.696248,"```python
def count_inversions(arr):
    inv_count = 0
    for i in range(len(arr)):
        for j in range(i + 1, len(arr)):
            if arr[i] > arr[j]:
                inv_count += 1
    return inv_count

# Example usage:
arr_example = [8, 4, 2, 1]
print(count_inversions(arr_example))  # Output should be 6
```

This function iterates through the list and counts pairs that are inversions. While it's straightforward, time complexity is not optimal for large lists (O(n^2)), but it correctly implements the logic to solve the problem as described.",0,-0.48476127750399994,0.48476127750399994,0
code_algo_13,code_algorithmic,4,0,1.0,0.0,0.7,0,oracle,argmax,4,4,0,0.732633,"```python
def run_length_encode(s):
    if not s:
        return []
    
    encoded = []
    count = 1
    
    for i in range(1, len(s)):
        if s[i] == s[i-1]:
            count += 1
        else:
            encoded.append((s[i-1], count))
            count = 1
    
    # Append the last character and its count
    encoded.append((s[-1], count))
    
    return encoded
```

This function `run_length_encode(s)` takes a string `s` as input and returns the run-length encoding of that string as specified. It iterates through each character in the string, keeping track of consecutive characters, and constructs the list of tuples accordingly.",0,-0.536751112689,0.536751112689,1
code_algo_14,code_algorithmic,4,0,1.0,0.0,0.7,0,oracle,argmax,4,4,2,0.8634,"```python
def kadane(arr):
    max_current = max_global = arr[0]
    for i in range(1, len(arr)):
        max_current = max(arr[i], max_current + arr[i])
        if max_current > max_global:
            max_global = max_current
    return max_global
```

This function implements the Kadane's algorithm to find the maximum subarray sum. It iterates through the array, at each step calculating the maximum subarray sum ending at that position by keeping a running count of the maximum sum found so far (`max_global`) and updating it when a new higher sum is found.",0,-0.7454595599999999,0.7454595599999999,1
code_algo_15,code_algorithmic,4,0,1.0,0.0,0.7,0,oracle,argmax,4,4,0,0.488396,"To solve this task, we can use a depth-first search (DFS) based approach to perform topological sorting. The function will keep track of visited nodes and the stack will help in building the ordering.

```python
def topological_sort(graph):
    # Helper function to do DFS and fill the stack with topologically sorted vertices
    def dfs(node, graph, visiting, stack):
        if node in visiting:
            raise ValueError(""Graph has a cycle"")
        if node not in visit_counts:
            visiting.add(node)
            for neighbor in graph[node]:
                if neighbor in visiting:
                    raise ValueError(""Graph has a cycle"")
                dfs(neighbor, graph, visiting, stack)
            visiting.remove(node)  # Mark the node as ""finished"" (in + out of current recursion)
            stack.appendleft(node)

    visit_counts = {node: 'unvisited' for node in graph}

    from collections import deque
    top_order_stack = deque()
    
    nodes = set(graph.keys())
    while nodes:
        start_node = nodes.pop()
        if visit_counts[start_node] == 'unvisited':
            visiting = set([start_node])  # Start a new DFS with this node as the starting point
            dfs(start_node, graph, visiting, top_order_stack)
            
    return list(top_order_stack)

# Example usage:
graph = {
    'A': ['B', 'C'],
    'B': ['D'],
    'C': ['D', 'E'],
    'D': [],
    'E': []
}
print(topological_sort(graph))  # Output could be ['A', 'B', 'C', 'E', 'D'] or similar
```

### Explanation:
1. **Helper DFS Function** - The `dfs` function performs a depth-first search and adds nodes to the stack in reverse order of their post-order traversal, which is equivalent to topological sorting.
2. **Cycle Detection** - If we encounter a node that is already being visited (`in` phase), it means there's a cycle.
3. **Visit Counts** - We use this dictionary to keep track of nodes' states (visited or visiting).
4. **Stack Initialization and Nodes Traversal** - Stack uses `deque` for efficient appendleft operations, allowing us to maintain the correct order.

This approach correctly handles graphs with cycles by raising an error if such cases are encountered, ensuring that only acyclic graphs produce a valid topological sort ordering.",0,-0.238530652816,0.238530652816,0
code_simple_01,code_simple,4,0,1.0,0.0,0.7,0,oracle,argmax,4,4,1,0.996028,"```python
def is_even(n):
    return n % 2 == 0
```",0,-0.992071776784,0.992071776784,1
code_simple_02,code_simple,4,0,1.0,0.0,0.7,0,oracle,argmax,4,4,3,0.793375,"```python
def max_of_three(a, b, c):
    """"""
    Returns the largest of three numbers.
    
    Parameters:
    a (int or float): First number to compare.
    b (int or float): Second number to compare.
    c (int or float): Third number to compare.
    
    Returns:
    int or float: The largest number among the three.
    """"""
    return max(a, b, c)
```

This function leverages Python's built-in `max` function which directly compares and returns the maximum of the given numbers.",0,-0.6294438906250001,0.6294438906250001,1
code_simple_03,code_simple,4,0,1.0,0.0,0.7,0,oracle,argmax,4,4,1,0.720932,"```python
def reverse_string(s):
    return s[::-1]
```

This function uses Python's slicing feature to reverse the string `s` without explicitly using any loop or additional library functions.",0,-0.5197429486240001,0.5197429486240001,1
code_simple_04,code_simple,4,0,1.0,0.0,0.7,0,oracle,argmax,4,4,1,0.806156,"```python
def count_vowels(s):
    """"""
    Returns the number of vowels in a given string.
    
    Parameters:
    s (str): The input string to check for vowels.
    
    Returns:
    int: The number of vowels found in the string.
    """"""
    # Define a set of vowels for easier checking
    vowels = ""aeiouAEIOU""
    count = 0
    
    # Iterate through each character in the string
    for char in s:
        if char in vowels:
            count += 1
            
    return count
```",0,-0.649887496336,0.649887496336,1
code_simple_05,code_simple,4,0,1.0,0.0,0.7,0,oracle,argmax,4,4,2,0.837602,"def celsius_to_fahrenheit(c):
    return (c * 9/5) + 32",1,-0.026373110404000012,0.026373110404000012,1
code_simple_06,code_simple,4,0,1.0,0.0,0.7,0,oracle,argmax,4,4,0,0.996148,"```python
def sum_list(lst):
    return sum(lst)
```",0,-0.9923108379040001,0.9923108379040001,1
code_simple_07,code_simple,4,0,1.0,0.0,0.7,0,oracle,argmax,4,4,2,0.76588,"```python
def is_palindrome(s):
    """"""
    Checks if the given string is a palindrome.
    
    A palindrome is a word, phrase, number, or other sequences of characters 
    which reads the same backward as forward, ignoring spaces, punctuation, and capitalization.
    
    Args:
    s (str): The input string to check.

    Returns:
    bool: True if s is a palindrome, False otherwise.
    """"""
    # Remove non-alphanumeric characters and convert to lowercase for uniformity
    cleaned_string = ''.join(char.lower() for char in s if char.isalnum())
    
    # Check the cleaned string against its reverse
    return cleaned_string == cleaned_string[::-1]
```

This function `is_palindrome(s)` correctly implements a palindrome check by first cleaning the input string and then comparing it with its reverse.",0,-0.5865721744,0.5865721744,1
code_simple_08,code_simple,4,0,1.0,0.0,0.7,0,oracle,argmax,4,4,3,0.8802,"```python
def factorial(n):
    if n == 0 or n == 1:
        return 1
    else:
        fact = 1
        for i in range(2, n + 1):
            fact *= i
        return fact
```",0,-0.77475204,0.77475204,1
code_simple_09,code_simple,4,0,1.0,0.0,0.7,0,oracle,argmax,4,4,1,0.934547,"```python
def clamp(x, lo, hi):
    return max(min(x, hi), lo)
```",0,-0.873378095209,0.873378095209,1
code_simple_10,code_simple,4,0,1.0,0.0,0.7,0,oracle,argmax,4,4,2,0.792695,"```python
def flatten(lst):
    """"""
    Flattens a list of lists into a single list.
    
    Args:
    lst (list): A list containing other lists.
    
    Returns:
    list: A flattened list containing all elements from the sublists.
    """"""
    return [item for sublist in lst for item in sublist]
```

This function uses list comprehension to iteratively go through each sublist in `lst` and then through each item in those sublists, appending them to a new list that gets returned.",0,-0.628365363025,0.628365363025,1
code_simple_11,code_simple,4,0,1.0,0.0,0.7,0,oracle,argmax,4,4,2,0.713804,"```python
def unique(lst):
    seen = set()
    return [x for x in lst if not (x in seen or seen.add(x))]
```

This function uses a set to keep track of elements that have already been seen. It iterates through the list and adds each element to the set, but only includes it in the result if it hasn't been added to the set before, ensuring the list returned contains only unique elements while preserving their order.",0,-0.509516150416,0.509516150416,1
code_simple_12,code_simple,4,0,1.0,0.0,0.7,0,oracle,argmax,4,4,3,0.77407,"```python
def dot_product(a, b):
    """"""
    Returns the dot product of two lists a and b.
    
    Parameters:
    a (list): A list of numerical values.
    b (list): A list of numerical values.
    
    Returns:
    int or float: The dot product of the two lists.
    """"""
    if len(a) != len(b):
        raise ValueError(""Lists must be of the same length."")
        
    return sum(x * y for x, y in zip(a, b))
```

This function calculates the dot product by multiplying corresponding elements from each list and then summing those products. It first checks that both lists are of equal length to ensure the operation can be performed.",0,-0.5991843649,0.5991843649,1
code_simple_13,code_simple,4,0,1.0,0.0,0.7,0,oracle,argmax,4,4,2,0.700392,"```python
def title_case(s):
    """"""
    Converts a string into title case where the first letter of each word is capitalized.
    
    Parameters:
    s (str): The input string to be converted to title case.
    
    Returns:
    str: The title-cased version of the input string.
    """"""
    return ' '.join(word.capitalize() for word in s.split())
```

This function works by splitting the input string into words, capitalizing each word's first letter, and then joining the words back together with spaces. It handles common cases where a string should be converted to title case properly, such as ensuring that only the first letter of each word is capitalized (excluding certain small words like ""and"", ""the"", etc., which might require special handling depending on the specific definition of ""title case"" required).",0,-0.49054895366400003,0.49054895366400003,1
code_simple_14,code_simple,4,0,1.0,0.0,0.7,0,oracle,argmax,4,4,1,0.721132,"```python
def intersection(a, b):
    # Convert both lists to sets and find the intersection
    result = set(a).intersection(b)
    return list(result)
```

This function works by converting both input lists into sets, which automatically removes any duplicates. The `intersection` method of a set then finds common elements between the two sets, and finally, we convert the resulting set back into a list to match the expected output format.",0,-0.520031361424,0.520031361424,1
code_simple_15,code_simple,4,0,1.0,0.0,0.7,0,oracle,argmax,4,4,1,0.825591,"```python
def char_frequency(s):
    frequency_dict = {}
    for char in s:
        if char in frequency_dict:
            frequency_dict[char] += 1
        else:
            frequency_dict[char] = 1
    return frequency_dict
```

This function iterates through the string `s`, counting the occurrences of each character and storing them in a dictionary where keys are characters, and values are their respective counts.",0,-0.681600499281,0.681600499281,1
fact_common_01,factual_common,4,0,1.0,0.0,0.7,0,oracle,argmax,4,4,0,0.998539,Au,1,-2.1345210000001334e-06,2.1345210000001334e-06,1
fact_common_02,factual_common,4,0,1.0,0.0,0.7,0,oracle,argmax,4,4,1,0.992892,Tokyo,1,-5.052366400000005e-05,5.052366400000005e-05,1
fact_common_03,factual_common,4,0,1.0,0.0,0.7,0,oracle,argmax,4,4,0,0.675845,There are eight planets in our solar system.,0,-0.45676646402500004,0.45676646402500004,0
fact_common_04,factual_common,4,0,1.0,0.0,0.7,0,oracle,argmax,4,4,1,0.997929,World War II ended in 1945.,0,-0.9958622890409999,0.9958622890409999,1
fact_common_05,factual_common,4,0,1.0,0.0,0.7,0,oracle,argmax,4,4,1,0.985306,300000,1,-0.00021591363599999955,0.00021591363599999955,1
fact_common_06,factual_common,4,0,1.0,0.0,0.7,0,oracle,argmax,4,4,0,0.999373,The largest ocean on Earth is the Pacific Ocean.,0,-0.9987463931289999,0.9987463931289999,1
fact_common_07,factual_common,4,0,1.0,0.0,0.7,0,oracle,argmax,4,4,0,0.996034,William Shakespeare wrote Romeo and Juliet.,0,-0.992083729156,0.992083729156,1
fact_common_08,factual_common,4,0,1.0,0.0,0.7,0,oracle,argmax,4,4,0,0.999893,12,1,-1.1448999999993201e-08,1.1448999999993201e-08,1
fact_common_09,factual_common,4,0,1.0,0.0,0.7,0,oracle,argmax,4,4,0,0.999877,Hydrogen,1,-1.512899999999612e-08,1.512899999999612e-08,1
fact_common_10,factual_common,4,0,1.0,0.0,0.7,0,oracle,argmax,4,4,3,0.760162,"Humans have 46 chromosomes, which is arranged in 23 pairs.",0,-0.577846266244,0.577846266244,1
fact_common_11,factual_common,4,0,1.0,0.0,0.7,0,oracle,argmax,4,4,0,0.812356,The boiling point of water in Celsius is 100 degrees Celsius.,0,-0.659922270736,0.659922270736,1
fact_common_12,factual_common,4,0,1.0,0.0,0.7,0,oracle,argmax,4,4,1,0.998889,Mercury,1,-1.2343209999999402e-06,1.2343209999999402e-06,1
fact_common_13,factual_common,4,0,1.0,0.0,0.7,0,oracle,argmax,4,4,0,0.998763,H2O,1,-1.530169000000108e-06,1.530169000000108e-06,1
fact_common_14,factual_common,4,0,1.0,0.0,0.7,0,oracle,argmax,4,4,3,0.761141,"There are 7 continents in the world, which are Asia, Africa, North America, South America, Antarctica, Europe, and Australia.",0,-0.579335621881,0.579335621881,1
fact_common_15,factual_common,4,0,1.0,0.0,0.7,0,oracle,argmax,4,4,3,0.828721,"The longest river in the world is the Nile River, stretching approximately 6,650 kilometers (4,132 miles).",0,-0.686778495841,0.686778495841,1
fact_obscure_01,factual_obscure,4,0,1.0,0.0,0.7,0,oracle,argmax,4,4,1,0.995438,5700,1,-2.081184399999959e-05,2.081184399999959e-05,1
fact_obscure_02,factual_obscure,4,0,1.0,0.0,0.7,0,oracle,argmax,4,4,0,0.753231,"The smallest country in the world by area is Vatican City, which has a total area of approximately 0.2 square kilometers (0.08 square miles).",0,-0.567356939361,0.567356939361,1
fact_obscure_03,factual_obscure,4,0,1.0,0.0,0.7,0,oracle,argmax,4,4,0,0.985402,The Treaty of Westphalia was signed in 1648.,0,-0.971017101604,0.971017101604,1
fact_obscure_04,factual_obscure,4,0,1.0,0.0,0.7,0,oracle,argmax,4,4,0,0.999919,76,1,-6.5609999999996335e-09,6.5609999999996335e-09,1
fact_obscure_05,factual_obscure,4,0,1.0,0.0,0.7,0,oracle,argmax,4,4,0,0.889741,The longest bone in the human body is the femur.,0,-0.791639047081,0.791639047081,1
